,Model_name,Ratings,Customers_rated,RAM,Internal_storage,Display_size,Camera,Battery_mAh,Price,Discount,Final_Price
401,"SAMSUNG Galaxy S9 Plus (Sunrise Gold, 128 GB)",4.5,39062,6.0,128,15.75,12MP + 12MP | 8MP Front Camera,3500,0,0,68900
402,"SAMSUNG Galaxy A5 (Champagne Gold, 16 GB)",4.1,1975,2.0,16,12.7,13MP Rear Camera | 5MP Front Camera,2300,0,0,17990
403,"SAMSUNG Galaxy A5 (Midnight Black, 16 GB)",4.1,1975,2.0,16,12.7,13MP Rear Camera | 5MP Front Camera,2300,0,0,17990
404,"SAMSUNG Galaxy S9 Plus (Midnight Black, 128 GB)",4.5,39062,6.0,128,15.75,12MP + 12MP | 8MP Front Camera,3500,0,0,68900
405,"SAMSUNG Galaxy A9 (Lemonade Blue, 128 GB)",4.3,569,8.0,128,16.0,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,3800,0,0,39000
406,"SAMSUNG Z4 (Gold, 8 GB)",3.5,1215,1.0,8,11.43,5MP Rear Camera | 5MP Front Camera,2050,0,0,6200
407,"SAMSUNG Galaxy Pocket Neo (Metallic Silver, 4 GB)",3.9,1375,0.5,4,7.62,2MP Rear Camera,1200,0,0,5000
408,"SAMSUNG Galaxy S9 (Coral Blue, 64 GB)",4.4,30544,4.0,64,14.73,12MP Rear Camera | 8MP Front Camera,3000,0,0,62500
409,"SAMSUNG Galaxy Note 9 (Alpine White, 128 GB)",4.6,2116,6.0,128,16.26,12MP + 12MP | 8MP Front Camera,4000,0,0,73600
410,"SAMSUNG Galaxy S5 (Electric Blue, 16 GB)",3.9,11414,2.0,16,12.95,16MP Rear Camera | 2MP Front Camera,2800,0,0,21999
411,"SAMSUNG Galaxy A9 Pro (Gold, 32 GB)",4.3,3421,4.0,32,15.24,16MP Rear Camera | 8MP Front Camera,5000,0,0,19980
412,"SAMSUNG Galaxy On8 (Black, 64 GB)",4.4,79827,4.0,64,15.24,16MP + 5MP | 16MP Front Camera,3500,0,0,19990
413,"SAMSUNG Galaxy A8 (Gold, 32 GB)",4.2,1216,2.0,32,14.48,16MP Rear Camera | 5MP Front Camera,3050,0,0,25990
414,"SAMSUNG Galaxy S8 (Burgundy Red, 64 GB)",4.6,31088,4.0,64,14.73,12MP Rear Camera | 8MP Front Camera,3000,0,0,49990
415,"SAMSUNG Galaxy A3 (Pearl White, 16 GB)",4.0,1792,1.0,16,11.43,8MP Rear Camera | 5MP Front Camera,1900,0,0,10800
416,"SAMSUNG Galaxy A5-2017 (Gold Sand, 32 GB)",4.1,637,3.0,32,13.21,16MP Rear Camera | 16MP Front Camera,3000,0,0,22900
417,"SAMSUNG Galaxy A8 (Black, 32 GB)",4.2,1216,2.0,32,14.48,16MP Rear Camera | 5MP Front Camera,3050,0,0,25990
418,"SAMSUNG Galaxy A9 Pro (Black, 32 GB)",4.3,3421,4.0,32,15.24,16MP Rear Camera | 8MP Front Camera,5000,0,0,22900
419,"SAMSUNG Galaxy S6 Edge (White Pearl, 32 GB)",4.0,1219,3.0,32,12.95,16MP Rear Camera | 5MP Front Camera,2600,0,0,44900
420,"SAMSUNG Galaxy E5 (Brown, 16 GB)",4.2,1011,1.5,16,12.7,8MP Rear Camera | 5MP Front Camera,2400,0,0,20400
421,"SAMSUNG Galaxy M10S (Metallic Blue, 32 GB)",4.4,918,3.0,32,16.26,13MP Rear Camera,4000,10000,10,8990
422,"SAMSUNG Galaxy J2 - 2016 (Black, 8 GB)",4.0,3397,1.5,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,7200
423,"SAMSUNG Galaxy S10 (Prism White, 128 GB)",4.6,1811,8.0,128,15.49,16MP + 12MP | 10MP Front Camera,3400,0,0,71000
424,"SAMSUNG Z2 (Gold, 8 GB)",3.6,12852,1.0,8,10.16,5MP Rear Camera,1500,0,0,4790
425,"SAMSUNG Galaxy S21 (Phantom Gray, 256 GB)",4.4,112,8.0,256,15.75,64MP + 12MP + 12MP | 10MP Front Camera,4000,87999,15,73999
426,"SAMSUNG Galaxy A9 Pro (White, 32 GB)",4.3,3421,4.0,32,15.24,16MP Rear Camera | 8MP Front Camera,5000,0,0,26900
427,"SAMSUNG Galaxy M10S (Stainless Black, 32 GB)",4.4,918,3.0,32,16.26,13MP Rear Camera,4000,10000,9,9100
428,"SAMSUNG Galaxy Note 10 (Aura Black, 256 GB)",4.5,270,8.0,256,16.0,12MP (Dual Aperture) + 12MP + 16MP | 10MP Front Camera,3500,75000,1,73600
429,"SAMSUNG Galaxy S4 (White Frost, 16 GB)",3.9,7152,2.0,16,12.7,13MP Rear Camera | 2MP Front Camera,2600,0,0,40690
430,"SAMSUNG Galaxy On8 (Blue, 64 GB)",4.4,79827,4.0,64,15.24,16MP + 5MP | 16MP Front Camera,3500,0,0,19990
431,"SAMSUNG Galaxy J7 (Black, 16 GB)",4.3,40228,1.5,16,13.97,13MP Rear Camera | 5MP Front Camera,3000,0,0,11700
432,"SAMSUNG Galaxy Note 4 (Charcoal Black, 32 GB)",4.1,4251,3.0,32,14.48,16MP Rear Camera | 3.7MP Front Camera,3220,0,0,36900
433,"SAMSUNG Galaxy Note 4 (Charcoal Black, 32 GB)",4.1,4251,3.0,32,14.48,16MP Rear Camera | 3.7MP Front Camera,3220,0,0,36900
434,"SAMSUNG Galaxy J7 Prime (Black, 32 GB)",4.2,19615,3.0,32,13.97,13MP Rear Camera | 8MP Front Camera,3300,0,0,15300
435,"SAMSUNG Galaxy Ace NXT (Ceramic White, 4 GB)",3.8,394,0.5,4,10.16,3MP Rear Camera,1500,0,0,5490
436,"SAMSUNG Galaxy J2 - 2016 (Gold, 8 GB)",4.0,3397,1.5,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,7200
437,"SAMSUNG Galaxy S10 (Prism Black, 128 GB)",4.6,1811,8.0,128,15.49,16MP + 12MP | 10MP Front Camera,3400,0,0,71000
438,"SAMSUNG Galaxy J7 Duo (Blue, 32 GB)",4.3,2798,4.0,32,13.97,13MP + 5MP | 8MP Front Camera,3000,0,0,17990
439,"SAMSUNG Galaxy Core Prime 4G (White, 8 GB)",4.0,159,1.0,8,11.43,5MP Rear Camera | 2MP Front Camera,2000,0,0,6999
440,"SAMSUNG Galaxy S7 (Gold Platinum, 32 GB)",4.4,31872,4.0,32,12.95,12MP Rear Camera | 5MP Front Camera,3000,52000,57,22222
441,"SAMSUNG Galaxy A5 2016 Edition (White, 16 GB)",4.1,926,2.0,16,13.21,13MP Rear Camera | 5MP Front Camera,2900,0,0,14490
442,"SAMSUNG Galaxy Note 8 (Maple Gold, 64 GB)",4.6,5615,6.0,64,16.0,12MP + 12MP | 8MP Front Camera,3300,79999,55,35990
443,"SAMSUNG Galaxy A5 (Black, 16 GB)",4.1,1975,2.0,16,13.21,13MP Rear Camera | 5MP Front Camera,2900,0,0,14490
444,"SAMSUNG Galaxy S10e (Prism Black, 128 GB)",4.5,675,6.0,128,14.73,16MP + 12MP | 10MP Front Camera,3100,0,0,59000
445,"SAMSUNG Galaxy C7 Pro (Gold, 64 GB)",4.4,1850,4.0,64,14.48,16MP Rear Camera | 16MP Front Camera,3300,0,0,26600
446,"SAMSUNG Galaxy A7 (Midnight Black, 16 GB)",4.1,704,2.0,16,13.97,13MP Rear Camera | 5MP Front Camera,2600,0,0,19990
447,"SAMSUNG Galaxy Note 10 (Aura Red, 256 GB)",4.5,270,8.0,256,16.0,12MP (Dual Aperture) + 12MP + 16MP | 10MP Front Camera,3500,75000,1,73600
448,"SAMSUNG Galaxy S10e (Prism White, 128 GB)",4.5,675,6.0,128,14.73,16MP + 12MP | 10MP Front Camera,3100,0,0,59000
449,"SAMSUNG Galaxy Note 10 (Aura Glow, 256 GB)",4.5,270,8.0,256,16.0,12MP (Dual Aperture) + 12MP + 16MP | 10MP Front Camera,3500,75000,1,73600
450,"SAMSUNG Galaxy Grand Neo Plus (White, 8 GB)",4.0,776,1.0,8,12.7,5MP Rear Camera | 2MP Front Camera,2100,0,0,9790
451,"SAMSUNG Galaxy S10 Plus (Prism White, 128 GB)",4.6,1206,8.0,128,16.26,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100,0,0,79000
452,"SAMSUNG On7 Pro (Black, 16 GB)",4.1,1484,2.0,16,13.97,13MP Rear Camera | 5MP Front Camera,3000,9490,30,6549
453,"SAMSUNG Galaxy M40 (COCKTAIL ORANGE, 128 GB)",4.2,1201,6.0,128,16.0,32MP Rear Camera,3500,0,0,15490
454,"SAMSUNG Galaxy Note 8 (Midnight Black, 64 GB)",4.6,5615,6.0,64,16.0,12MP + 12MP | 8MP Front Camera,3300,69000,49,34999
455,"SAMSUNG Galaxy A3 (Midnight Black, 16 GB)",4.0,1792,1.0,16,11.43,8MP Rear Camera | 5MP Front Camera,1900,0,0,7599
456,"SAMSUNG Galaxy Grand Neo (White, 8 GB)",3.8,1018,1.0,8,12.73,5MP Rear Camera | 0.3MP Front Camera,2100,0,0,13500
457,"SAMSUNG Galaxy A7 (Pearl White, 16 GB)",4.1,704,2.0,16,13.97,13MP Rear Camera | 5MP Front Camera,2600,0,0,19990
458,"SAMSUNG Galaxy Note 10 Plus (Aura Glow, 512 GB)",4.6,5191,12.0,512,17.27,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,4300,0,0,95000
459,"SAMSUNG Galaxy S7 Edge (Pink Gold, 32 GB)",4.4,3840,4.0,32,13.97,12MP Rear Camera | 5MP Front Camera,3600,0,0,41900
460,"SAMSUNG Galaxy Mega 5.8 (Black, 8 GB)",3.8,426,1.5,8,14.73,8MP Rear Camera | 1.9MP Front Camera,2600,0,0,26000
461,"SAMSUNG Galaxy Grand Prime 4g (Grey, 8 GB)",3.9,624,1.0,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,9300
462,"SAMSUNG Galaxy Note 10 Plus (Aura Black, 512 GB)",4.6,5191,12.0,512,17.27,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,4300,0,0,95000
463,"SAMSUNG Galaxy Core Prime (Charcoal Grey, 8 GB)",4.1,6912,1.0,8,11.43,5MP Rear Camera | 2MP Front Camera,2000,9700,43,5490
464,"SAMSUNG Galaxy J2 Ace (Black, 8 GB)",4.1,1228,1.5,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,8090
465,"SAMSUNG Galaxy S20 (Cloud Blue, 128 GB)",4.3,262,8.0,128,15.75,64MP + 12MP + 12MP | 10MP Front Camera,4000,0,0,49980
466,"SAMSUNG Galaxy J2 Pro (Silver, 16 GB)",4.2,7003,2.0,16,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,8200
467,"SAMSUNG Galaxy Alpha (Dazzling White, 32 GB)",3.6,364,2.0,32,11.94,12MP Rear Camera | 2.1MP Front Camera,1860,0,0,19999
468,"SAMSUNG Galaxy Grand Neo Plus (White, 8 GB)",4.0,776,1.0,8,12.7,5MP Rear Camera | 2MP Front Camera,2100,0,0,4999
469,"SAMSUNG Galaxy Star Pro (Midnight Black, 4 GB)",3.8,6308,0.5,4,10.16,2MP Rear Camera,1500,0,0,4299
470,"SAMSUNG Galaxy Grand 2 (Black, 8 GB)",4.1,4687,1.5,8,13.31,8MP Rear Camera | 1.9MP Front Camera,2600,0,0,9999
471,"SAMSUNG Galaxy S Duos 2 (Pure White, 4 GB)",4.0,11623,0.7,4,10.16,5MP Rear Camera | 0.3MP Front Camera,1500,0,0,5999
472,"SAMSUNG Galaxy S7 Edge (Black Onyx, 32 GB)",4.4,3840,4.0,32,13.97,12MP Rear Camera | 5MP Front Camera,3600,0,0,41900
473,"SAMSUNG Galaxy Core 2 (White, 4 GB)",3.9,3345,0.8,4,11.43,5MP Rear Camera | 0.3MP Front Camera,2000,0,0,5940
474,"SAMSUNG Galaxy Folder 2 (Wine Red, 16 GB)",3.7,48,2.0,16,9.65,8MP Rear Camera | 5MP Front Camera,1950,0,0,27330
475,"SAMSUNG Galaxy Core Prime (Silver, 8 GB)",4.1,6912,1.0,8,11.43,5MP Rear Camera | 2MP Front Camera,2000,0,0,6995
476,"SAMSUNG Galaxy S6 Edge (Gold Platinum, 32 GB)",4.0,1219,3.0,32,12.95,16MP Rear Camera | 5MP Front Camera,2600,0,0,29999
477,"SAMSUNG Galaxy Core (Metallic Blue, 8 GB)",4.0,3858,1.0,8,10.92,5MP Rear Camera | 0.3MP Front Camera,1800,0,0,7999
478,"SAMSUNG Galaxy S7 (Silver Titanium, 32 GB)",4.4,31872,4.0,32,12.95,12MP Rear Camera | 5MP Front Camera,3000,45500,48,23500
479,"SAMSUNG Galaxy Trend (Ceramic White, 4 GB)",3.6,1945,0.5,4,10.16,3MP Rear Camera,1500,0,0,4999
480,"SAMSUNG Galaxy Note 5 (Silver Titanium, 64 GB)",3.9,380,4.0,64,14.48,16MP Rear Camera | 5MP Front Camera,3000,0,0,39900
481,"SAMSUNG Galaxy S9 (Lilac Purple, 128 GB)",4.4,30544,4.0,128,14.73,12MP Rear Camera | 8MP Front Camera,3000,0,0,39900
482,"SAMSUNG Galaxy A5 (Pearl White, 16 GB)",4.1,1975,2.0,16,12.7,13MP Rear Camera | 5MP Front Camera,2300,0,0,15993
483,"SAMSUNG Galaxy A5 2016 Edition (Gold, 16 GB)",4.1,926,2.0,16,13.21,13MP Rear Camera | 5MP Front Camera,2900,0,0,14490
484,"SAMSUNG Galaxy S20 (Cloud Pink, 128 GB)",4.3,262,8.0,128,15.75,64MP + 12MP + 12MP | 10MP Front Camera,4000,0,0,74000
485,"SAMSUNG Galaxy Grand Prime 4g (White, 8 GB)",3.9,624,1.0,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,8990
486,"SAMSUNG M31 Prime (Ocean Blue, 64 GB)",4.4,650,6.0,64,16.26,64MP Rear Camera,6000,0,0,16000
487,"SAMSUNG Galaxy Grand Neo Plus (Midnight Black, 8 GB)",4.0,776,1.0,8,12.73,5MP Rear Camera | 2MP Front Camera,2100,0,0,5999
488,"SAMSUNG Galaxy Star (Ceramic White, 4 GB)",3.8,2001,0.5,4,7.37,2MP Rear Camera,1200,0,0,3599
489,"SAMSUNG Galaxy E5 (White, 16 GB)",4.2,1011,1.5,16,12.7,8MP Rear Camera | 5MP Front Camera,2400,0,0,8490
490,"SAMSUNG Galaxy Star (Noble Black, 4 GB)",3.8,2001,0.5,4,7.37,2MP Rear Camera,1200,0,0,4199
491,"SAMSUNG Galaxy A7 (Champagne Gold, 16 GB)",4.1,704,2.0,16,13.97,13MP Rear Camera | 5MP Front Camera,2600,0,0,9999
492,"SAMSUNG Galaxy Star Advance (Black, 4 GB)",3.8,889,0.5,4,10.92,3MP Rear Camera,1800,0,0,3500
493,"SAMSUNG Galaxy S6 (Gold Platinum, 32 GB)",4.0,666,3.0,32,12.95,16MP Rear Camera | 5MP Front Camera,2550,0,0,33900
494,"SAMSUNG Galaxy Grand Neo Plus (Gold, 8 GB)",4.0,776,1.0,8,12.7,5MP Rear Camera | 2MP Front Camera,2100,0,0,6999
495,"SAMSUNG Galaxy Note 4 (Frost White, 32 GB)",4.1,4251,3.0,32,14.48,16MP Rear Camera | 3.7MP Front Camera,3220,0,0,27990
496,"SAMSUNG Tizen Z3 (Black, 8 GB)",3.3,5190,1.0,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,4999
497,"SAMSUNG Grand Prime 4G (White, 8 GB)",4.0,400,1.0,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,7999
498,"SAMSUNG Galaxy Note 8 (Orchid Grey, 64 GB)",4.6,5615,6.0,64,16.0,12MP + 12MP | 8MP Front Camera,3300,74990,46,39990
499,"SAMSUNG Grand Prime (White, 8 GB)",4.0,2195,1.0,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,7992
500,"SAMSUNG Galaxy S7 Edge (Gold Platinum, 32 GB)",4.4,3840,4.0,32,13.97,12MP Rear Camera | 5MP Front Camera,3600,0,0,41900
501,"SAMSUNG Galaxy Grand Quattro (Titan Gray, 8 GB)",4.0,3152,1.0,8,11.94,5MP Rear Camera | 0.3MP Front Camera,2000,0,0,5999
502,"SAMSUNG Galaxy S4 Zoom (White, 8 GB)",3.8,216,1.5,8,10.92,16MP Rear Camera | 1.9MP Front Camera,2330,0,0,15990
503,"SAMSUNG Galaxy S6 Edge+ (Gold Platinum, 32 GB)",4.2,159,4.0,32,14.48,16MP Rear Camera | 5MP Front Camera,3000,61988,54,28000
504,"SAMSUNG Galaxy A80 (Angel Gold, 128 GB)",4.4,5392,8.0,128,17.02,48MP + 8MP | 48MP(F2.0) + 8MP(Ultra Wide/F2.2) + TOF (Time-of-Flight) 3D-Depth Rotating Camera,3700,0,0,29998
505,"SAMSUNG Galaxy E7 (Blue, 16 GB)",4.3,1424,2.0,16,13.97,13MP Rear Camera | 5MP Front Camera,2950,0,0,18340
506,"SAMSUNG Galaxy S6 Edge (Black, 64 GB)",4.0,1219,3.0,64,12.95,16MP Rear Camera | 5MP Front Camera,2600,0,0,39999
507,"SAMSUNG Galaxy Grand 2 (White, 8 GB)",4.1,4687,1.5,8,13.31,8MP Rear Camera | 1.9MP Front Camera,2600,0,0,10990
508,"SAMSUNG Galaxy E5 (Black, 16 GB)",4.2,1011,1.5,16,12.7,8MP Rear Camera | 5MP Front Camera,2400,0,0,9890
509,"SAMSUNG Tizen Z3 (Gold, 8 GB)",3.3,5190,1.0,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,4990
510,"SAMSUNG Galaxy Grand Quattro (Ceramic White, 8 GB)",4.0,3152,1.0,8,11.94,5MP Rear Camera | 0.3MP Front Camera,2000,0,0,6999
511,"SAMSUNG Galaxy S6 (Black Sapphire, 32 GB)",4.0,666,3.0,32,12.95,16MP Rear Camera | 5MP Front Camera,2550,0,0,27900
512,"SAMSUNG Galaxy S6 Edge (Gold Platinum, 64 GB)",4.0,1219,3.0,64,12.95,16MP Rear Camera | 5MP Front Camera,2600,55000,45,29999
513,"SAMSUNG Galaxy Grand Neo Plus (Midnight Black, 8 GB)",4.0,776,1.0,8,12.73,5MP Rear Camera | 2MP Front Camera,2100,0,0,6999
514,"SAMSUNG Galaxy Trend (Midnight Black, 4 GB)",3.6,1945,0.5,4,10.16,3MP Rear Camera,1500,0,0,4999
515,"SAMSUNG Galaxy S3 Neo (Black, 16 GB)",4.2,13441,1.5,16,12.19,8MP Rear Camera | 1.9MP Front Camera,2100,0,0,13499
516,"SAMSUNG Galaxy Note Edge (Frost White, 32 GB)",3.3,182,3.0,32,14.22,16MP Rear Camera | 3.7MP Front Camera,3000,0,0,30000
517,"SAMSUNG Galaxy E7 (White, 16 GB)",4.3,1424,2.0,16,13.97,13MP Rear Camera | 5MP Front Camera,2950,0,0,12999
518,"SAMSUNG Z1 (Wine Red, 4096 MB)",3.5,3207,0.8,4,8.89,3.1MP Rear Camera | 0.3MP Front Camera,1500,0,0,5555
519,"SAMSUNG Grand Prime (Grey, 8 GB)",4.0,2195,1.0,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,8500
520,"SAMSUNG Galaxy Note 5 Dual (Gold Platinum, 32 GB)",4.2,118,4.0,32,14.48,16MP Rear Camera,3000,0,0,32990
521,"SAMSUNG Galaxy S10 Plus (Prism Blue, 128 GB)",4.6,1206,8.0,128,16.26,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100,72500,32,49000
522,"SAMSUNG Galaxy Star Pro (White, 4 GB)",3.8,6308,0.5,4,10.16,2MP Rear Camera,1500,0,0,4199
523,"SAMSUNG Galaxy S10 Plus (Prism Black, 128 GB)",4.6,1206,8.0,128,16.26,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100,69800,29,49000
524,"SAMSUNG Galaxy S6 Edge+ (Silver Titanium, 32 GB)",4.2,159,4.0,32,14.48,16MP Rear Camera | 5MP Front Camera,3000,0,0,34999
525,"SAMSUNG Galaxy S Duos 2 (Black, 4 GB)",4.0,11623,0.7,4,10.16,5MP Rear Camera | 0.3MP Front Camera,1500,0,0,5999
526,"SAMSUNG Galaxy Note 3 Neo (White, 16 GB)",4.2,2030,2.0,16,13.97,8MP Rear Camera | 2MP Front Camera,3100,0,0,11250
527,"SAMSUNG Galaxy S7 Edge (Blue Coral, 32 GB)",4.4,3840,4.0,32,13.97,12MP Rear Camera | 5MP Front Camera,3600,0,0,41900
528,"SAMSUNG Galaxy J1 Ace (Blue, 4 GB)",3.9,2427,0.5,4,10.92,5MP Rear Camera | 2MP Front Camera,1800,0,0,5850
529,"SAMSUNG Galaxy Core 2 (Black, 4 GB)",3.9,3345,0.8,4,11.43,5MP Rear Camera | 0.3MP Front Camera,2000,0,0,5920
530,"SAMSUNG Galaxy S6 (White Pearl, 32 GB)",4.0,666,3.0,32,12.95,16MP Rear Camera | 5MP Front Camera,2550,0,0,24500
531,"SAMSUNG Galaxy S4 Mini (White Frost, 8 GB)",3.8,1241,1.5,8,10.85,8MP Rear Camera | 1.9MP Front Camera,1900,0,0,14000
532,"SAMSUNG Galaxy Grand I9082 (Metallic Blue, 8 GB)",4.0,925,1.0,8,12.7,8MP Rear Camera | 2MP Front Camera,2100,0,0,8999
533,"SAMSUNG S7 Edge (Black Pearl, 128 GB)",4.3,16,4.0,128,13.97,12MP Rear Camera,3600,0,0,36900
534,"SAMSUNG Grand Prime 4G (Gold, 8 GB)",4.0,400,1.0,8,12.7,8MP Rear Camera | 5MP Front Camera,2600,0,0,7899
535,"SAMSUNG Galaxy S7 Edge (Gold Platinum, 32 GB)",4.4,3840,4.0,32,13.97,12MP Rear Camera | 5MP Front Camera,3600,0,0,31300
536,"SAMSUNG On7 Pro (Black, 16 GB)",4.1,1484,2.0,16,13.97,13MP Rear Camera | 5MP Front Camera,3000,0,0,7990
